"","Player","ORPM","DRPM","RPM","Possessions","year"
"421","Vlade Divac","-0.2","2.3","2.0","4266.0",1992
"422","Sam Perkins","0.4","1.6","2.0","9288.0",1992
"423","Detlef Schrempf","1.9","0.2","2.0","7904.0",1992
"424","Chris Mullin","2.0","-0.0","2.0","14440.0",1992
"425","Kevin Willis","-0.0","2.0","2.0","12264.0",1992
"426","Duane Causwell","-2.0","4.0","1.9","11230.0",1992
"427","Dikembe Mutombo","-1.2","3.0","1.8","10970.0",1992
"428","Robert Parish","-0.8","2.6","1.8","11760.0",1992
"429","Manute Bol","-4.3","6.1","1.8","4000.0",1992
"430","Vernon Maxwell","3.3","-1.6","1.8","11524.0",1992
"431","Rony Seikaly","-0.8","2.6","1.8","12120.0",1992
"432","Elden Campbell","-1.3","3.1","1.7","8072.0",1992
"433","Jeff Hornacek","2.6","-0.8","1.7","14106.0",1992
"434","Dan Majerle","2.1","-0.4","1.7","9754.0",1992
"435","Moses Malone","0.2","1.5","1.7","10744.0",1992
"436","Mark Jackson","2.2","-0.5","1.7","12238.0",1992
"437","Derrick Coleman","0.9","0.7","1.7","9734.0",1992
"438","A.C. Green","0.8","0.8","1.6","10954.0",1992
"439","Danny Manning","-0.2","1.7","1.5","12926.0",1992
"440","Jerome Kersey","-0.7","2.2","1.5","14158.0",1992
"441","Glen Rice","3.2","-1.7","1.5","12528.0",1992
"442","Pervis Ellison","-1.1","2.6","1.5","10120.0",1992
"443","Alvin Robertson","0.8","0.6","1.5","10892.0",1992
"444","Michael Cage","-1.2","2.6","1.4","11300.0",1992
"445","Rod Strickland","1.5","-0.2","1.3","8618.0",1992
"446","Ron Harper","0.6","0.6","1.3","13492.0",1992
"447","Craig Ehlo","1.4","-0.1","1.3","10786.0",1992
"448","Danny Ainge","3.3","-2.1","1.2","6888.0",1992
"449","Will Perdue","-0.6","1.8","1.2","4144.0",1992
"450","Chris Morris","-0.2","1.2","1.0","11318.0",1992
"451","Alexander Volkov","1.3","-0.4","1.0","5888.0",1992
"452","John Starks","2.9","-1.9","0.9","6904.0",1992
"453","Scott Williams","-0.6","1.5","0.9","3266.0",1992
"454","Jay Humphries","2.2","-1.3","0.9","9756.0",1992
"455","Jim Les","3.5","-2.7","0.9","2798.0",1992
"456","Buck Williams","-0.9","1.7","0.8","14700.0",1992
"457","Lionel Simmons","-1.5","2.3","0.8","12380.0",1992
"458","Dale Davis","-0.9","1.7","0.8","5694.0",1992
"459","Rod Higgins","2.8","-2.0","0.7","2216.0",1992
"460","John Salley","-1.5","2.2","0.7","7576.0",1992
"461","Doc Rivers","1.0","-0.2","0.7","6726.0",1992
"462","Scott Brooks","2.9","-2.2","0.7","3498.0",1992
"463","Grant Long","-0.5","1.2","0.7","13094.0",1992
"464","Tim Perry","-0.4","1.0","0.6","11856.0",1992
"465","Reggie Williams","0.3","0.2","0.5","11636.0",1992
"466","Dale Ellis","3.7","-3.2","0.5","6820.0",1992
"467","Dana Barros","4.4","-3.9","0.5","4476.0",1992
"468","Lester Conner","-0.3","0.8","0.5","4884.0",1992
"469","Sam Bowie","-1.0","1.4","0.4","10250.0",1992
"470","Chuck Person","2.3","-1.8","0.4","12916.0",1992
"471","Derek Harper","1.9","-1.5","0.4","9240.0",1992
"472","Randy Breuer","-2.0","2.4","0.4","4716.0",1992
"473","Otis Thorpe","-0.8","1.2","0.4","12270.0",1992
"474","Chris Gatling","-0.4","0.8","0.4","2584.0",1992
"475","Steve Kerr","2.8","-2.5","0.3","4350.0",1992
"476","Reggie Lewis","-0.1","0.4","0.3","13884.0",1992
"477","Cliff Levingston","-0.8","1.0","0.3","4126.0",1992
"478","Mike Brown","-0.6","0.8","0.2","6482.0",1992
"479","Clifford Robinson","-1.4","1.6","0.2","8476.0",1992
"480","Ed Nealy","0.9","-0.7","0.2","2214.0",1992
"481","Mitch Richmond","1.7","-1.5","0.2","12838.0",1992
"482","Tom Chambers","-0.3","0.4","0.2","9826.0",1992
"483","Mark West","-1.7","1.9","0.2","5792.0",1992
"484","Charles Oakley","-1.7","1.9","0.2","11996.0",1992
"485","Gary Payton","-0.1","0.2","0.1","12212.0",1992
"486","Kenny Gattison","-1.1","1.2","0.1","10658.0",1992
"487","Drazen Petrovic","2.4","-2.3","0.1","13370.0",1992
"488","Kenny Smith","1.5","-1.4","0.1","11454.0",1992
"489","Byron Scott","0.7","-0.6","0.1","12052.0",1992
"490","Ken Norman","-0.6","0.7","0.1","8072.0",1992
"491","Tyrone Hill","-1.6","1.6","0.0","10608.0",1992
"492","Benoit Benjamin","-2.7","2.7","-0.0","9524.0",1992
"493","Bill Laimbeer","-1.3","1.2","-0.1","9362.0",1992
"494","Danny Young","1.5","-1.7","-0.1","3572.0",1992
"495","Scott Skiles","2.2","-2.3","-0.1","10060.0",1992
"496","Greg Anderson","-3.1","2.9","-0.2","12144.0",1992
"497","Sarunas Marciulionis","1.1","-1.3","-0.2","7236.0",1992
"498","Stanley Roberts","-1.6","1.4","-0.2","4988.0",1992
"499","Pooh Richardson","1.7","-1.9","-0.2","12124.0",1992
"500","Spud Webb","1.5","-1.7","-0.2","11728.0",1992
"501","Nick Anderson","-0.2","0.0","-0.2","9262.0",1992
"502","Terry Cummings","-0.2","-0.0","-0.3","10128.0",1992
"503","Larry Johnson","0.2","-0.5","-0.3","12746.0",1992
"504","Tree Rollins","-2.0","1.7","-0.3","2458.0",1992
"505","Willie Anderson","-1.3","1.0","-0.3","8154.0",1992
"506","Derrick McKey","0.3","-0.6","-0.3","8244.0",1992
"507","Armen Gilliam","-0.7","0.4","-0.3","11724.0",1992
"508","Billy Owens","-0.5","0.2","-0.3","12622.0",1992
"509","Felton Spencer","-2.1","1.8","-0.3","7038.0",1992
"510","Gary Grant","-0.3","-0.0","-0.4","9012.0",1992
"511","Paul Graham","1.1","-1.4","-0.4","5760.0",1992
"512","Sedale Threatt","0.1","-0.5","-0.4","12754.0",1992
"513","Mookie Blaylock","-0.2","-0.2","-0.4","11144.0",1992
"514","Darrell Walker","-1.5","1.1","-0.4","5000.0",1992
"515","Olden Polynice","-1.9","1.5","-0.4","9110.0",1992
"516","Dell Curry","1.7","-2.2","-0.4","6406.0",1992
"517","Rumeal Robinson","0.5","-0.9","-0.5","9840.0",1992
"518","Joe Dumars","1.3","-1.8","-0.5","12866.0",1992
"519","Kenny Williams","-0.3","-0.2","-0.5","2376.0",1992
"520","Dennis Scott","2.2","-2.8","-0.5","2394.0",1992
"521","Rik Smits","-1.0","0.5","-0.5","8598.0",1992
"522","Stacey Augmon","-0.6","0.1","-0.6","11620.0",1992
"523","Isiah Thomas","0.2","-0.8","-0.6","12088.0",1992
"524","Bill Cartwright","-1.4","0.7","-0.6","9958.0",1992
"525","Mario Elie","1.0","-1.6","-0.6","7972.0",1992
"526","Thurl Bailey","-1.6","1.0","-0.6","7074.0",1992
"527","Sean Elliott","-0.3","-0.3","-0.7","13126.0",1992
"528","Tyrone Corbin","-0.7","0.0","-0.7","8096.0",1992
"529","Charles Jones","-4.3","3.6","-0.7","5788.0",1992
"530","Trent Tucker","2.1","-2.8","-0.7","1440.0",1992
"531","Muggsy Bogues","0.1","-0.8","-0.7","12012.0",1992
"532","Charles Shackleford","-1.9","1.2","-0.7","7242.0",1992
"533","George McCloud","1.9","-2.6","-0.7","3286.0",1992
"534","Kendall Gill","-0.2","-0.6","-0.7","12608.0",1992
"535","Victor Alexander","-1.2","0.5","-0.7","6244.0",1992
"536","James Worthy","0.3","-1.0","-0.8","7974.0",1992
"537","Bison Dele","-1.3","0.6","-0.8","3056.0",1992
"538","Frank Brickowski","-1.4","0.6","-0.8","7388.0",1992
"539","Dennis Hopson","0.5","-1.3","-0.8","4370.0",1992
"540","James Donaldson","-2.5","1.6","-0.8","4954.0",1992
"541","J.R. Reid","-1.4","0.6","-0.9","4498.0",1992
"542","Matt Bullard","1.2","-2.1","-0.9","4402.0",1992
"543","Kevin McHale","-0.4","-0.5","-0.9","5216.0",1992
"544","Ricky Pierce","1.3","-2.2","-0.9","12676.0",1992
"545","Morlon Wiley","0.4","-1.4","-0.9","3860.0",1992
"546","Vincent Askew","-0.3","-0.6","-0.9","5718.0",1992
"547","Blue Edwards","-0.4","-0.5","-0.9","12038.0",1992
"548","Jerome Lane","-0.6","-0.4","-1.0","850.0",1992
"549","Travis Mays","0.4","-1.5","-1.0","98.0",1992
"550","Stojko Vrankovic","0.1","-1.1","-1.1","426.0",1992
"551","Anthony Mason","-1.4","0.3","-1.1","7076.0",1992
"552","Johnny Newman","-0.6","-0.5","-1.1","7956.0",1992
"553","Terry Catledge","-1.0","-0.2","-1.1","10386.0",1992
"554","Wayne Cooper","-3.3","2.2","-1.1","1392.0",1992
"555","Fat Lever","0.1","-1.3","-1.2","2868.0",1992
"556","Alton Lister","-3.2","2.1","-1.2","1786.0",1992
"557","Xavier McDaniel","-1.1","-0.1","-1.2","11992.0",1992
"558","Tony Brown","0.4","-1.6","-1.2","2392.0",1992
"559","Tony Massenburg","-0.1","-1.1","-1.2","340.0",1992
"560","Rodney McCray","-1.2","-0.1","-1.2","8314.0",1992
"561","Dave Popson","-0.1","-1.1","-1.2","104.0",1992
"562","Tim McCormick","-0.5","-0.7","-1.2","416.0",1992
"563","Jerry Reynolds","-0.2","-1.0","-1.2","4362.0",1992
"564","Terry Mills","-1.1","-0.2","-1.3","6838.0",1992
"565","Maurice Cheeks","-1.0","-0.3","-1.3","3346.0",1992
"566","Luc Longley","-2.7","1.4","-1.3","3348.0",1992
"567","Danny Schayes","-1.8","0.5","-1.3","2400.0",1992
"568","Eric Murdock","0.3","-1.6","-1.3","1784.0",1992
"569","Gary Leonard","-0.2","-1.1","-1.3","50.0",1992
"570","Craig Hodges","3.2","-4.6","-1.3","2498.0",1992
"571","Vern Fleming","0.3","-1.6","-1.3","5956.0",1992
"572","Kevin Gamble","-0.1","-1.2","-1.3","12090.0",1992
"573","Terry Davis","-2.0","0.7","-1.3","9186.0",1992
"574","Sherman Douglas","0.4","-1.8","-1.3","2694.0",1992
"575","Michael Ansley","-0.2","-1.2","-1.4","180.0",1992
"576","Bart Kofoed","-0.0","-1.3","-1.4","856.0",1992
"577","Dan Godfread","-0.2","-1.2","-1.4","10.0",1992
"578","Mike Smrek","-0.2","-1.2","-1.4","16.0",1992
"579","Bob Thornton","-0.2","-1.2","-1.4","158.0",1992
"580","Anthony Cook","-1.0","-0.3","-1.4","448.0",1992
"581","Lance Blanks","-0.2","-1.2","-1.4","742.0",1992
"582","Johnny Dawkins","0.1","-1.5","-1.4","11764.0",1992
"583","Dave Hoppen","-0.3","-1.1","-1.4","194.0",1992
"584","B.J. Armstrong","1.3","-2.7","-1.4","7100.0",1992
"585","LaSalle Thompson","-3.2","1.8","-1.4","7096.0",1992
"586","Brian Quinnett","0.3","-1.7","-1.4","1122.0",1992
"587","Cedric Ceballos","0.7","-2.1","-1.4","3874.0",1992
"588","Jon Sundvold","-0.3","-1.2","-1.4","34.0",1992
"589","Brian Shaw","-0.4","-1.1","-1.4","6194.0",1992
"590","Kenny Battle","-0.4","-1.0","-1.5","348.0",1992
"591","Harvey Grant","-0.8","-0.6","-1.5","9598.0",1992
"592","Orlando Woolridge","-0.4","-1.1","-1.5","9616.0",1992
"593","Steve Scheffler","-0.2","-1.2","-1.5","266.0",1992
"594","Andre Turner","-0.8","-0.7","-1.5","3160.0",1992
"595","Steve Henson","2.4","-3.9","-1.5","1400.0",1992
"596","Kurt Rambis","-3.0","1.4","-1.5","1530.0",1992
"597","Anthony Frederick","-0.7","-0.9","-1.5","4114.0",1992
"598","Gerald Wilkins","-0.7","-0.9","-1.5","12054.0",1992
"599","Jeff Sanders","-0.3","-1.2","-1.5","400.0",1992
"600","Antoine Carr","-1.7","0.2","-1.6","7426.0",1992
"601","Loy Vaught","-1.9","0.3","-1.6","7150.0",1992
"602","Les Jepsen","-0.3","-1.2","-1.6","410.0",1992
"603","Tony Campbell","-0.2","-1.4","-1.6","8774.0",1992
"604","Rolando Blackman","0.8","-2.5","-1.6","10512.0",1992
"605","Fred Roberts","-1.0","-0.7","-1.6","8298.0",1992
"606","Rick Fox","-0.9","-0.7","-1.7","5564.0",1992
"607","John Bagley","-0.0","-1.6","-1.7","9364.0",1992
"608","Quintin Dailey","-0.3","-1.4","-1.7","358.0",1992
"609","Milos Babic","-0.4","-1.3","-1.7","154.0",1992
"610","Ennis Whatley","-0.6","-1.1","-1.7","1102.0",1992
"611","Jerrod Mustaf","-1.8","0.1","-1.7","2158.0",1992
"612","Mark Bryant","-1.1","-0.6","-1.7","3030.0",1992
"613","Jim Petersen","-1.0","-0.7","-1.7","764.0",1992
"614","Stacey King","-0.5","-1.2","-1.7","4854.0",1992
"615","Ralph Sampson","-1.5","-0.2","-1.7","360.0",1992
"616","Mike Iuzzolino","1.6","-3.3","-1.7","4662.0",1992
"617","Danny Ferry","-0.6","-1.2","-1.8","3326.0",1992
"618","John Paxson","-0.2","-1.5","-1.8","12334.0",1992
"619","Jimmy Oliver","-0.6","-1.2","-1.8","1238.0",1992
"620","Steve Smith","0.1","-1.8","-1.8","8824.0",1992
"621","Sean Green","-0.6","-1.2","-1.8","988.0",1992
"622","Chris Corchiani","-0.2","-1.6","-1.8","2622.0",1992
"623","Alaa Abdelnaby","-1.5","-0.3","-1.8","3474.0",1992
"624","Greg Kite","-3.7","1.8","-1.8","6852.0",1992
"625","Kevin Duckworth","-2.1","0.3","-1.8","13758.0",1992
"626","Willie Burton","-0.8","-1.1","-1.8","7336.0",1992
"627","David Benoit","-1.0","-0.8","-1.8","5230.0",1992
"628","Avery Johnson","-0.2","-1.6","-1.9","4788.0",1992
"629","Jeff Grayer","-0.2","-1.7","-1.9","5526.0",1992
"630","Sam Mitchell","-1.7","-0.1","-1.9","9286.0",1992
"631","Jon Koncak","-3.3","1.4","-1.9","5364.0",1992
"632","Isaac Austin","-0.7","-1.2","-1.9","504.0",1992
"633","Jeff Ruland","-0.8","-1.1","-1.9","872.0",1992
"634","Donald Royal","-0.8","-1.1","-1.9","2842.0",1992
"635","Kiki Vandeweghe","1.0","-3.0","-1.9","3292.0",1992
"636","Bo Kimble","-0.7","-1.2","-2.0","974.0",1992
"637","Tom Copa","-0.8","-1.2","-2.0","524.0",1992
"638","Gerald Henderson","-0.4","-1.6","-2.0","338.0",1992
"639","Rich King","-0.5","-1.5","-2.0","802.0",1992
"640","Mark Aguirre","-0.9","-1.1","-2.0","5766.0",1992
"641","Tharon Mayes","-1.0","-1.0","-2.0","862.0",1992
"642","Greg Anthony","-0.5","-1.5","-2.0","5222.0",1992
"643","LeRon Ellis","-0.7","-1.3","-2.0","438.0",1992
"644","Kennard Winchester","-0.6","-1.5","-2.0","338.0",1992
"645","Cliff Robinson","-0.6","-1.5","-2.0","380.0",1992
"646","Blair Rasmussen","-2.6","0.5","-2.0","9134.0",1992
"647","Lamont Strothers","-0.7","-1.3","-2.0","90.0",1992
"648","Tom Garrick","-1.7","-0.3","-2.0","2024.0",1992
"649","Winston Garland","-1.2","-0.8","-2.1","9902.0",1992
"650","Carlton McKinney","-0.6","-1.4","-2.1","42.0",1992
"651","Larry Stewart","-1.6","-0.5","-2.1","8830.0",1992
"652","Tod Murphy","-2.0","-0.0","-2.1","1416.0",1992
"653","Mike Sanders","-1.1","-1.0","-2.1","4904.0",1992
"654","David Rivers","-0.6","-1.4","-2.1","396.0",1992
"655","Wayman Tisdale","-2.1","0.0","-2.1","11076.0",1992
"656","James Edwards","-2.0","-0.1","-2.1","5192.0",1992
"657","Greg Grant","-0.1","-2.0","-2.1","2928.0",1992
"658","Bob McCann","-0.6","-1.5","-2.1","472.0",1992
"659","Albert King","-0.9","-1.2","-2.1","208.0",1992
"660","Delaney Rudd","0.9","-3.0","-2.1","2160.0",1992
"661","Randy Wittman","-0.9","-1.3","-2.1","466.0",1992
"662","Brad Sellers","-0.7","-1.4","-2.1","818.0",1992
"663","Bobby Phills","-0.7","-1.4","-2.1","280.0",1992
"664","Dave Feitl","-1.3","-0.8","-2.1","702.0",1992
"665","Chuck Nevitt","-0.7","-1.4","-2.1","36.0",1992
"666","Joe Kleine","-1.8","-0.4","-2.2","3834.0",1992
"667","Donald Hodge","-1.6","-0.6","-2.2","4518.0",1992
"668","Steve Bardo","-0.7","-1.4","-2.2","4.0",1992
"669","Stephen Thompson","-0.7","-1.5","-2.2","370.0",1992
"670","Anthony Bowie","-0.6","-1.6","-2.2","6226.0",1992
"671","Ron Grandison","-0.8","-1.4","-2.2","106.0",1992
"672","Myron Brown","-0.8","-1.4","-2.2","84.0",1992
"673","Patrick Eddie","-0.8","-1.4","-2.2","44.0",1992
"674","Derek Strong","-0.8","-1.4","-2.2","42.0",1992
"675","David Wingate","-2.6","0.4","-2.2","9916.0",1992
"676","Tellis Frank","-1.0","-1.2","-2.2","416.0",1992
"677","Jud Buechler","-1.1","-1.1","-2.2","968.0",1992
"678","Mark Acres","-2.2","-0.1","-2.2","3480.0",1992
"679","Joao Vianna","-0.7","-1.5","-2.3","36.0",1992
"680","Herb Williams","-3.5","1.2","-2.3","7176.0",1992
"681","Brian Oliver","-1.1","-1.2","-2.3","986.0",1992
"682","Lanard Copeland","-0.9","-1.4","-2.3","206.0",1992
"683","Anthony Bonner","-2.3","-0.0","-2.3","7830.0",1992
"684","Duane Ferrell","0.1","-2.4","-2.3","5456.0",1992
"685","Jaren Jackson","-0.9","-1.5","-2.3","206.0",1992
"686","Demetrius Calip","-0.8","-1.5","-2.3","218.0",1992
"687","Paul Pressey","-1.8","-0.5","-2.3","3000.0",1992
"688","Bimbo Coles","0.0","-2.3","-2.3","7810.0",1992
"689","Charles Thomas","-0.7","-1.6","-2.3","544.0",1992
"690","John Morton","-0.8","-1.6","-2.4","988.0",1992
"691","Keith Owens","-0.8","-1.6","-2.4","346.0",1992
"692","Vinnie Johnson","-0.9","-1.6","-2.4","5586.0",1992
"693","Scott Hastings","-2.4","-0.0","-2.4","1740.0",1992
"694","Eddie Johnson","0.6","-3.0","-2.5","8402.0",1992
"695","Eric Leckner","-2.9","0.4","-2.5","2742.0",1992
"696","Kevin Pritchard","-1.0","-1.5","-2.5","502.0",1992
"697","Keith Askins","-0.7","-1.8","-2.5","3280.0",1992
"698","Terrell Brandon","-0.6","-1.9","-2.5","6036.0",1992
"699","Dee Brown","-0.2","-2.3","-2.5","3850.0",1992
"700","Kenny Anderson","-1.0","-1.5","-2.5","4154.0",1992
"701","Buck Johnson","-2.6","0.1","-2.5","9936.0",1992
"702","Carl Thomas","-1.0","-1.6","-2.6","134.0",1992
"703","Doug West","-0.6","-2.0","-2.6","10738.0",1992
"704","Kevin Brooks","-1.0","-1.6","-2.6","1054.0",1992
"705","Mike Gminski","-2.1","-0.5","-2.6","2330.0",1992
"706","Ron Anderson","-0.8","-1.8","-2.6","7272.0",1992
"707","Rex Chapman","-0.1","-2.6","-2.7","2430.0",1992
"708","Larry Krystkowiak","-1.6","-1.1","-2.7","6184.0",1992
"709","Henry James","0.7","-3.4","-2.7","3226.0",1992
"710","Sidney Green","-3.1","0.4","-2.7","3918.0",1992
"711","Gerald Glass","-0.8","-1.9","-2.7","7364.0",1992
"712","Sam Vincent","-0.6","-2.2","-2.8","3638.0",1992
"713","Randy White","-2.2","-0.6","-2.8","3924.0",1992
"714","Robert Pack","-1.2","-1.5","-2.8","3342.0",1992
"715","Negele Knight","-0.2","-2.6","-2.8","2284.0",1992
"716","Sleepy Floyd","-0.1","-2.7","-2.8","5214.0",1992
"717","Marcus Liberty","-1.1","-1.7","-2.8","5456.0",1992
"718","Larry Robinson","-1.2","-1.7","-2.8","18.0",1992
"719","Tracy Moore","0.1","-2.9","-2.9","2488.0",1992
"720","Dwayne Schintzius","-3.8","0.9","-2.9","1342.0",1992
"721","Corey Crowder","0.0","-2.9","-2.9","1318.0",1992
"722","Doug Smith","-2.5","-0.4","-2.9","6730.0",1992
"723","Kevin Edwards","-1.2","-1.8","-2.9","6048.0",1992
"724","William Bedford","-2.3","-0.7","-3.0","1526.0",1992
"725","Alan Ogg","-2.4","-0.6","-3.0","1406.0",1992
"726","Rickey Green","-0.9","-2.2","-3.0","1200.0",1992
"727","Greg Dreiling","-3.7","0.6","-3.0","2652.0",1992
"728","Dave Jamerson","0.2","-3.3","-3.1","1302.0",1992
"729","Greg Sutton","-0.4","-2.7","-3.1","2188.0",1992
"730","Tom Tolbert","-2.7","-0.4","-3.1","1240.0",1992
"731","Randy Brown","-2.1","-1.1","-3.2","2066.0",1992
"732","Mark Randall","-0.2","-3.0","-3.2","1552.0",1992
"733","Mark Macon","-3.1","-0.1","-3.2","10218.0",1992
"734","Larry Smith","-3.6","0.3","-3.3","2834.0",1992
"735","Winston Bennett","-2.4","-0.9","-3.3","4668.0",1992
"736","Rafael Addison","-1.6","-1.8","-3.3","4304.0",1992
"737","Jeff Malone","-0.9","-2.5","-3.3","14432.0",1992
"738","Brian Howard","-1.7","-1.6","-3.3","1134.0",1992
"739","Doug Lee","0.3","-3.6","-3.4","1188.0",1992
"740","Carl Herrera","-2.2","-1.2","-3.4","2164.0",1992
"741","Steve Burtt","-0.9","-2.5","-3.4","1804.0",1992
"742","Ledell Eackles","-0.3","-3.2","-3.5","5604.0",1992
"743","Elliot Perry","-2.1","-1.4","-3.5","1754.0",1992
"744","Tate George","-0.9","-2.6","-3.5","3716.0",1992
"745","Chucky Brown","-1.8","-1.7","-3.6","1700.0",1992
"746","Greg Foster","-2.9","-0.7","-3.6","2140.0",1992
"747","Pete Chilcutt","-2.2","-1.4","-3.6","2932.0",1992
"748","John Battle","-0.6","-3.0","-3.6","5740.0",1992
"749","Otis Smith","-2.4","-1.3","-3.7","3160.0",1992
"750","Kevin Lynch","-2.0","-1.7","-3.7","2974.0",1992
"751","Jayson Williams","-3.7","-0.1","-3.8","2432.0",1992
"752","Sean Higgins","-1.1","-2.7","-3.8","2560.0",1992
"753","Tom Hammonds","-3.0","-0.8","-3.9","4016.0",1992
"754","Joe Wolf","-3.0","-0.8","-3.9","3962.0",1992
"755","Tony Smith","-1.6","-2.3","-3.9","2772.0",1992
"756","LaBradford Smith","-1.8","-2.0","-3.9","2576.0",1992
"757","Marty Conlon","-1.8","-2.1","-3.9","1318.0",1992
"758","Alec Kessler","-3.0","-1.0","-3.9","4262.0",1992
"759","Bob Hansen","-2.5","-1.5","-4.0","3138.0",1992
"760","Kenny Payne","-2.5","-1.5","-4.0","1356.0",1992
"761","Walter Davis","-0.8","-3.5","-4.3","2376.0",1992
"762","Todd Lichti","-1.8","-2.4","-4.3","4366.0",1992
"763","Brad Davis","-2.1","-2.3","-4.4","1346.0",1992
"764","A.J. English","-1.3","-3.2","-4.5","5768.0",1992
"765","Mitchell Wiggins","-2.4","-2.1","-4.5","1992.0",1992
"766","Rodney Monroe","-1.0","-3.6","-4.6","1130.0",1992
"767","John Turner","-2.2","-2.4","-4.6","1228.0",1992
"768","Jeff Turner","-3.5","-1.1","-4.6","7086.0",1992
"769","Terry Teagle","-1.7","-2.9","-4.6","5386.0",1992
"770","Jack Haley","-4.1","-0.5","-4.7","1718.0",1992
"771","Rory Sparrow","-2.6","-2.4","-5.0","1750.0",1992
"772","Mahmoud Abdul-Rauf","-1.3","-4.5","-5.8","5544.0",1992
"773","David Robinson","1.7","6.1","7.9","14102.0",1993
"774","Hakeem Olajuwon","0.7","6.7","7.4","14134.0",1993
"775","Charles Barkley","3.8","1.7","5.6","15658.0",1993
"776","Michael Jordan","4.6","1.0","5.5","14084.0",1993
"777","John Stockton","4.7","0.8","5.5","12950.0",1993
"778","Dikembe Mutombo","-0.8","5.6","4.9","12712.0",1993
"779","Karl Malone","1.8","2.6","4.3","13340.0",1993
"780","Shaquille O'Neal","0.1","4.1","4.2","12536.0",1993
"781","Mark Price","6.2","-2.2","3.9","11552.0",1993
"782","Brad Daugherty","1.9","1.9","3.8","11906.0",1993
"783","Dominique Wilkins","5.4","-1.7","3.7","11228.0",1993
"784","Shawn Kemp","0.2","3.5","3.7","13138.0",1993
"785","Dennis Rodman","-1.0","4.5","3.5","8834.0",1993
"786","Vlade Divac","-0.2","3.7","3.5","11580.0",1993
"787","Horace Grant","0.9","2.5","3.4","13414.0",1993
"788","Reggie Miller","4.8","-1.4","3.4","12800.0",1993
"789","Patrick Ewing","-1.0","4.4","3.4","14082.0",1993
"790","Tim Hardaway","5.1","-1.8","3.3","10698.0",1993
"791","Dale Davis","-0.2","3.5","3.3","11114.0",1993
"792","Scottie Pippen","1.5","1.7","3.2","14588.0",1993
"793","Larry Nance","-0.1","3.3","3.2","12660.0",1993
"794","Manute Bol","-3.4","6.2","2.9","3782.0",1993
"795","Clyde Drexler","3.0","-0.2","2.8","7588.0",1993
"796","Derrick Coleman","0.5","2.3","2.8","11970.0",1993
"797","Dan Majerle","2.8","-0.1","2.8","16924.0",1993
"798","Nate McMillan","0.8","1.9","2.7","8234.0",1993
"799","Alonzo Mourning","0.2","2.4","2.6","13234.0",1993
"800","Michael Cage","-1.0","3.6","2.6","10616.0",1993
"801","Robert Parish","-0.9","3.4","2.5","10726.0",1993
"802","Detlef Schrempf","1.7","0.8","2.5","11688.0",1993
"803","Nick Anderson","1.3","1.0","2.3","11740.0",1993
"804","Terry Porter","3.4","-1.1","2.3","12960.0",1993
"805","Chris Dudley","-2.2","4.5","2.3","5078.0",1993
"806","Mookie Blaylock","2.3","-0.2","2.1","12264.0",1993
"807","Rony Seikaly","-0.5","2.5","2.0","9898.0",1993
"808","Jim Les","4.7","-2.8","1.9","3068.0",1993
"809","Micheal Williams","2.1","-0.2","1.9","10994.0",1993
"810","Hersey Hawkins","2.6","-0.7","1.8","12280.0",1993
"811","Hot Rod Williams","-0.3","2.1","1.8","7042.0",1993
"812","Derek Strong","2.0","-0.3","1.7","1016.0",1993
