"","Player","ORPM","DRPM","RPM","Possessions","year"
"5521","Dikembe Mutombo","-2.7","4.5","1.8","5558.0",2004
"5522","Derek Anderson","2.1","-0.4","1.7","6345.0",2004
"5523","Donyell Marshall","0.3","1.4","1.7","10705.0",2004
"5524","Antonio Daniels","4.1","-2.4","1.6","5510.0",2004
"5525","Joe Smith","-0.3","2.0","1.6","8292.0",2004
"5526","Raef LaFrentz","1.4","0.1","1.6","1206.0",2004
"5527","Desmond Mason","1.7","-0.2","1.6","9411.0",2004
"5528","P.J. Brown","-0.5","2.0","1.6","10052.0",2004
"5529","Doug Christie","0.5","1.1","1.5","10824.0",2004
"5530","Steve Nash","4.1","-2.6","1.5","10167.0",2004
"5531","Allen Iverson","2.3","-0.9","1.5","7519.0",2004
"5532","Stephon Marbury","3.8","-2.4","1.5","12260.0",2004
"5533","Toni Kukoc","1.8","-0.3","1.5","5638.0",2004
"5534","Jerome Williams","-0.9","2.3","1.4","5932.0",2004
"5535","Kelvin Cato","-3.2","4.5","1.3","6253.0",2004
"5536","Mike Bibby","3.4","-2.1","1.3","11523.0",2004
"5537","Stromile Swift","-0.3","1.5","1.3","5781.0",2004
"5538","Rashard Lewis","1.8","-0.6","1.3","10891.0",2004
"5539","Dan Gadzuric","-1.3","2.4","1.2","4599.0",2004
"5540","Amare Stoudemire","0.6","0.5","1.2","7731.0",2004
"5541","Bob Sura","2.1","-1.0","1.1","6021.0",2004
"5542","Mike Miller","1.9","-0.8","1.1","6637.0",2004
"5543","Tyson Chandler","-2.4","3.4","1.1","2992.0",2004
"5544","Richard Jefferson","0.9","0.2","1.1","11516.0",2004
"5545","Karl Malone","-0.2","1.2","1.0","5370.0",2004
"5546","Eric Snow","0.1","0.9","1.0","10677.0",2004
"5547","Earl Watson","0.4","0.6","1.0","6141.0",2004
"5548","Vladimir Stepania","-1.6","2.5","0.9","1583.0",2004
"5549","Robert Traylor","-0.2","1.1","0.9","3420.0",2004
"5550","Jason Richardson","1.6","-0.7","0.9","10860.0",2004
"5551","Darrell Armstrong","1.5","-0.7","0.8","8190.0",2004
"5552","Ruben Patterson","1.0","-0.2","0.8","5761.0",2004
"5553","Speedy Claxton","1.3","-0.5","0.8","5867.0",2004
"5554","Jamaal Magloire","-1.2","2.1","0.8","10172.0",2004
"5555","Eric Williams","0.1","0.7","0.8","6938.0",2004
"5556","Samuel Dalembert","-1.8","2.6","0.8","7827.0",2004
"5557","Mehmet Okur","-0.2","1.0","0.8","5742.0",2004
"5558","Corey Maggette","2.2","-1.5","0.8","9905.0",2004
"5559","Keith Van Horn","0.3","0.4","0.8","8789.0",2004
"5560","Tim Thomas","0.4","0.4","0.7","7799.0",2004
"5561","Aaron McKie","-0.1","0.8","0.7","7483.0",2004
"5562","Jon Barry","1.4","-0.8","0.6","4166.0",2004
"5563","Rasho Nesterovic","-3.0","3.6","0.6","8627.0",2004
"5564","Vladimir Radmanovic","1.4","-0.8","0.6","8632.0",2004
"5565","Kwame Brown","-0.5","1.1","0.6","8340.0",2004
"5566","Antawn Jamison","2.8","-2.2","0.6","9094.0",2004
"5567","Mark Blount","-1.7","2.3","0.5","9106.0",2004
"5568","Gilbert Arenas","2.6","-2.1","0.5","7786.0",2004
"5569","Bruce Bowen","-2.6","3.1","0.5","9532.0",2004
"5570","Shareef Abdur-Rahim","-0.2","0.7","0.5","9816.0",2004
"5571","Josh Howard","0.7","-0.3","0.5","6084.0",2004
"5572","Scott Padgett","0.4","0.1","0.5","1998.0",2004
"5573","Adonal Foyle","-2.5","2.9","0.4","2102.0",2004
"5574","Keon Clark","-1.4","1.7","0.4","98.0",2004
"5575","Michael Finley","0.9","-0.5","0.4","10632.0",2004
"5576","Kevin Ollie","0.2","0.1","0.3","5010.0",2004
"5577","Richie Frahm","1.6","-1.3","0.3","1786.0",2004
"5578","Etan Thomas","-1.4","1.7","0.3","7204.0",2004
"5579","Tony Parker","2.3","-2.0","0.3","9474.0",2004
"5580","Dwyane Wade","1.0","-0.7","0.3","7843.0",2004
"5581","Larry Hughes","0.6","-0.3","0.2","7804.0",2004
"5582","Reggie Evans","-2.1","2.4","0.2","4674.0",2004
"5583","Austin Croshere","0.7","-0.5","0.2","3593.0",2004
"5584","Morris Peterson","-0.1","0.3","0.1","7508.0",2004
"5585","Chris Webber","-1.3","1.5","0.1","3242.0",2004
"5586","Ryan Bowen","-2.2","2.3","0.1","1435.0",2004
"5587","Bobby Jackson","2.7","-2.6","0.1","4357.0",2004
"5588","Jason Williams","3.5","-3.5","0.1","8055.0",2004
"5589","Mamadou N'Diaye","-1.3","1.3","0.1","1380.0",2004
"5590","Rafer Alston","0.8","-0.8","0.1","9340.0",2004
"5591","Mike James","1.0","-1.0","0.0","8301.0",2004
"5592","Marko Jaric","0.5","-0.5","-0.0","6599.0",2004
"5593","Matt Harpring","1.7","-1.7","-0.0","4053.0",2004
"5594","LeBron James","1.2","-1.3","-0.0","11664.0",2004
"5595","Elden Campbell","-2.4","2.3","-0.0","3260.0",2004
"5596","Clifford Robinson","-1.2","1.1","-0.1","10493.0",2004
"5597","Mickael Pietrus","0.4","-0.5","-0.1","2818.0",2004
"5598","Kerry Kittles","0.4","-0.6","-0.1","10459.0",2004
"5599","Dale Davis","-1.5","1.4","-0.2","5914.0",2004
"5600","Andrew DeClercq","-2.9","2.7","-0.2","4493.0",2004
"5601","Jason Terry","1.9","-2.1","-0.2","11289.0",2004
"5602","Devean George","-1.8","1.5","-0.2","7461.0",2004
"5603","Cuttino Mobley","-0.0","-0.3","-0.3","11539.0",2004
"5604","Charlie Ward","0.4","-0.7","-0.3","4650.0",2004
"5605","Zach Randolph","0.5","-0.8","-0.3","10810.0",2004
"5606","Jamal Crawford","1.4","-1.7","-0.3","10570.0",2004
"5607","Kurt Thomas","-2.0","1.7","-0.3","9440.0",2004
"5608","Latrell Sprewell","0.7","-1.0","-0.3","11454.0",2004
"5609","Danny Fortson","0.1","-0.4","-0.4","2374.0",2004
"5610","Eduardo Najera","-1.0","0.6","-0.4","2732.0",2004
"5611","Michael Redd","3.4","-3.7","-0.4","11261.0",2004
"5612","Antonio Davis","-2.8","2.4","-0.4","9394.0",2004
"5613","Jerome James","-3.2","2.8","-0.4","3616.0",2004
"5614","Derrick Coleman","-2.3","1.9","-0.4","3073.0",2004
"5615","Derek Fisher","0.2","-0.6","-0.5","6413.0",2004
"5616","Quentin Richardson","0.9","-1.4","-0.5","8942.0",2004
"5617","Kirk Hinrich","0.2","-0.7","-0.5","10203.0",2004
"5618","Richard Hamilton","1.2","-1.8","-0.6","10168.0",2004
"5619","Darius Miles","-1.7","1.1","-0.6","7519.0",2004
"5620","Jared Jeffries","-1.6","1.1","-0.6","7206.0",2004
"5621","Malik Rose","-1.2","0.6","-0.6","4641.0",2004
"5622","Kenny Thomas","-1.4","0.8","-0.6","9621.0",2004
"5623","Jahidi White","-2.5","1.8","-0.7","3301.0",2004
"5624","Antoine Walker","-0.2","-0.5","-0.7","10950.0",2004
"5625","Ricky Davis","1.2","-1.9","-0.7","9494.0",2004
"5626","Caron Butler","-1.3","0.5","-0.8","7341.0",2004
"5627","Jake Voskuhl","-1.9","1.0","-0.9","6135.0",2004
"5628","Carlos Arroyo","2.0","-2.9","-0.9","7160.0",2004
"5629","Rodney Rogers","-0.8","-0.1","-0.9","5226.0",2004
"5630","Eddy Curry","-0.5","-0.4","-0.9","8097.0",2004
"5631","Fred Hoiberg","-0.8","-0.1","-0.9","6556.0",2004
"5632","Damon Stoudamire","0.9","-1.8","-0.9","10907.0",2004
"5633","Bobby Simmons","-0.0","-0.9","-1.0","5084.0",2004
"5634","Stephen Jackson","0.5","-1.5","-1.0","11032.0",2004
"5635","Mike Sweetney","-0.0","-1.0","-1.0","1756.0",2004
"5636","Fred Jones","-0.2","-0.8","-1.0","5234.0",2004
"5637","Tayshaun Prince","-1.4","0.4","-1.0","9795.0",2004
"5638","Sean Lampley","-0.1","-0.9","-1.0","232.0",2004
"5639","Chris Bosh","-2.0","1.0","-1.0","8931.0",2004
"5640","Anthony Peeler","-0.8","-0.3","-1.1","5222.0",2004
"5641","Mike Dunleavy","-0.4","-0.7","-1.1","8764.0",2004
"5642","Tony Battie","-2.5","1.4","-1.1","5299.0",2004
"5643","Nazr Mohammed","-2.5","1.3","-1.1","5948.0",2004
"5644","Chris Mihm","-2.5","1.4","-1.2","5057.0",2004
"5645","Walter McCarty","-0.5","-0.7","-1.2","7276.0",2004
"5646","Darius Songaila","-0.1","-1.1","-1.2","3671.0",2004
"5647","Jerome Moiso","-2.7","1.4","-1.2","1417.0",2004
"5648","Jamison Brewer","-0.3","-0.9","-1.2","503.0",2004
"5649","Zendon Hamilton","-0.3","-0.9","-1.2","1720.0",2004
"5650","Brian Skinner","-2.2","0.9","-1.2","5918.0",2004
"5651","Erick Strickland","1.2","-2.4","-1.3","2078.0",2004
"5652","Wally Szczerbiak","1.1","-2.4","-1.3","2272.0",2004
"5653","Rick Brunson","0.6","-1.9","-1.3","1529.0",2004
"5654","Jeff McInnis","1.4","-2.8","-1.3","8676.0",2004
"5655","Randy Livingston","-0.4","-0.9","-1.3","179.0",2004
"5656","Kedrick Brown","-0.2","-1.1","-1.3","3545.0",2004
"5657","Daniel Santiago","-1.7","0.4","-1.3","2602.0",2004
"5658","Calvin Booth","-3.0","1.7","-1.4","4501.0",2004
"5659","Michael Olowokandi","-4.9","3.5","-1.4","3309.0",2004
"5660","Jalen Rose","-0.2","-1.2","-1.4","9200.0",2004
"5661","Steven Hunter","-2.3","0.9","-1.4","2905.0",2004
"5662","Wang Zhizhi","-0.0","-1.4","-1.5","414.0",2004
"5663","Luke Walton","-0.0","-1.4","-1.5","2641.0",2004
"5664","Christian Laettner","-2.2","0.7","-1.5","3744.0",2004
"5665","Popeye Jones","-0.4","-1.1","-1.5","40.0",2004
"5666","Mark Madsen","-1.8","0.3","-1.5","4469.0",2004
"5667","Scottie Pippen","-1.1","-0.4","-1.5","1552.0",2004
"5668","Jason Collier","-0.6","-1.0","-1.5","2032.0",2004
"5669","Brevin Knight","-1.7","0.2","-1.6","3837.0",2004
"5670","Juwan Howard","-0.6","-1.0","-1.6","10639.0",2004
"5671","Horace Grant","-1.6","-0.0","-1.6","4084.0",2004
"5672","Glen Rice","-0.6","-1.0","-1.6","953.0",2004
"5673","Pat Garrity","0.2","-1.8","-1.6","72.0",2004
"5674","Joe Johnson","-0.1","-1.5","-1.6","12723.0",2004
"5675","Damon Jones","2.0","-3.6","-1.6","7522.0",2004
"5676","Clarence Weatherspoon","-1.7","0.1","-1.6","3135.0",2004
"5677","Jim Jackson","-1.7","0.0","-1.6","11203.0",2004
"5678","Bryce Drew","-0.4","-1.3","-1.6","299.0",2004
"5679","Tremaine Fowlkes","-1.2","-0.4","-1.6","902.0",2004
"5680","Lucious Harris","-0.1","-1.6","-1.6","5430.0",2004
"5681","Brian Grant","-2.9","1.3","-1.7","8393.0",2004
"5682","Jonathan Bender","-0.5","-1.2","-1.7","965.0",2004
"5683","Mark Jackson","-0.9","-0.7","-1.7","2105.0",2004
"5684","DeSagana Diop","-4.1","2.5","-1.7","2589.0",2004
"5685","Mike Wilks","-0.5","-1.2","-1.7","489.0",2004
"5686","Jerry Stackhouse","1.0","-2.7","-1.7","2962.0",2004
"5687","Corie Blount","-2.3","0.6","-1.7","3888.0",2004
"5688","Loren Woods","-1.6","-0.1","-1.7","1742.0",2004
"5689","Jiri Welsch","-0.8","-1.0","-1.7","8252.0",2004
"5690","Derrick Dial","-0.6","-1.1","-1.7","298.0",2004
"5691","Lorenzen Wright","-2.7","0.9","-1.8","6221.0",2004
"5692","Frank Williams","-0.3","-1.5","-1.8","2563.0",2004
"5693","Mateen Cleaves","-0.5","-1.2","-1.8","327.0",2004
"5694","Jake Tsakalidis","-2.7","0.9","-1.8","1991.0",2004
"5695","Moochie Norris","-0.5","-1.3","-1.8","2980.0",2004
"5696","T.J. Ford","-1.3","-0.5","-1.8","5508.0",2004
"5697","Troy Murphy","-1.3","-0.6","-1.8","2271.0",2004
"5698","George Lynch","-2.6","0.8","-1.8","6163.0",2004
"5699","Torraye Braggs","-0.8","-1.1","-1.8","534.0",2004
"5700","Melvin Ely","-1.4","-0.4","-1.8","1813.0",2004
"5701","Bryon Russell","-1.0","-0.8","-1.9","3534.0",2004
"5702","Marquis Daniels","1.1","-2.9","-1.9","4006.0",2004
"5703","Carmelo Anthony","-0.0","-1.9","-1.9","11468.0",2004
"5704","Rod Strickland","0.5","-2.4","-1.9","4324.0",2004
"5705","Steve Blake","-0.5","-1.4","-1.9","5272.0",2004
"5706","Robert Archibald","-1.4","-0.4","-1.9","905.0",2004
"5707","Chris Wilcox","-0.9","-1.0","-1.9","4984.0",2004
"5708","Allan Houston","1.1","-2.9","-1.9","6614.0",2004
"5709","Joel Przybilla","-4.3","2.5","-1.9","1323.0",2004
"5710","Paul Shirley","-0.9","-1.1","-1.9","315.0",2004
"5711","Antonio McDyess","-2.7","0.8","-2.0","3499.0",2004
"5712","Shane Heal","-0.8","-1.1","-2.0","251.0",2004
"5713","Zaza Pachulia","-1.8","-0.2","-2.0","2394.0",2004
"5714","Kendrick Perkins","-0.4","-1.6","-2.0","141.0",2004
"5715","Maurice Carter","-0.9","-1.1","-2.0","381.0",2004
"5716","Primoz Brezec","-0.7","-1.3","-2.0","260.0",2004
"5717","Damone Brown","-0.9","-1.2","-2.0","62.0",2004
"5718","Jarron Collins","-1.4","-0.6","-2.0","6206.0",2004
"5719","Dion Glover","-1.0","-1.0","-2.0","6052.0",2004
"5720","Leandro Barbosa","-0.3","-1.8","-2.1","5826.0",2004
"5721","Chucky Atkins","0.4","-2.5","-2.1","5674.0",2004
"5722","John Salmons","-0.9","-1.2","-2.1","5611.0",2004
"5723","Scot Pollard","-3.3","1.2","-2.1","2387.0",2004
"5724","Earl Boykins","2.4","-4.5","-2.1","6938.0",2004
"5725","Udonis Haslem","-1.3","-0.8","-2.1","6536.0",2004
"5726","Mitchell Butler","-0.8","-1.3","-2.1","2070.0",2004
"5727","Desmond Ferguson","-0.9","-1.2","-2.1","100.0",2004
"5728","Jason Hart","-1.4","-0.7","-2.1","2365.0",2004
"5729","Jamal Mashburn","0.2","-2.4","-2.1","2656.0",2004
"5730","Tyrone Hill","-2.0","-0.2","-2.1","139.0",2004
"5731","Jeff Trepagnier","-0.9","-1.2","-2.1","372.0",2004
"5732","Dan Langhi","-1.1","-1.1","-2.1","132.0",2004
"5733","Michael Stewart","-1.1","-1.0","-2.1","579.0",2004
"5734","Zeljko Rebraca","-0.8","-1.3","-2.1","956.0",2004
"5735","Ben Handlogten","-0.2","-1.9","-2.1","612.0",2004
"5736","Casey Jacobsen","-1.1","-1.1","-2.1","6935.0",2004
"5737","Chris Jefferies","-0.9","-1.3","-2.1","768.0",2004
"5738","Anthony Goldwire","-0.7","-1.5","-2.2","305.0",2004
"5739","Desmond Penigar","-1.0","-1.2","-2.2","259.0",2004
"5740","Gordan Giricek","-0.4","-1.8","-2.2","7624.0",2004
"5741","Cezary Trybanski","-0.9","-1.2","-2.2","45.0",2004
"5742","David West","-1.9","-0.3","-2.2","3385.0",2004
"5743","Mikki Moore","-1.9","-0.3","-2.2","1400.0",2004
"5744","Hiram Fuller","-1.2","-1.0","-2.2","158.0",2004
"5745","Bostjan Nachbar","-1.2","-1.0","-2.2","1804.0",2004
"5746","Eric Piatkowski","-0.6","-1.6","-2.2","2445.0",2004
"5747","Marc Jackson","-0.9","-1.3","-2.2","2103.0",2004
"5748","Alan Henderson","-1.0","-1.2","-2.2","245.0",2004
"5749","Boris Diaw","-2.7","0.4","-2.3","7177.0",2004
"5750","Jamal Sampson","-1.3","-1.0","-2.3","487.0",2004
"5751","Jerome Beasley","-1.0","-1.3","-2.3","22.0",2004
"5752","Ruben Boumtje-Boumtje","-0.7","-1.6","-2.3","90.0",2004
"5753","Rasual Butler","-0.1","-2.2","-2.3","2495.0",2004
"5754","Troy Bell","-1.0","-1.3","-2.3","145.0",2004
"5755","Darrick Martin","-1.2","-1.1","-2.3","624.0",2004
"5756","Bruno Sundov","-1.0","-1.3","-2.3","111.0",2004
"5757","Charles Oakley","-2.1","-0.2","-2.3","99.0",2004
"5758","Ervin Johnson","-5.0","2.7","-2.3","3563.0",2004
"5759","Alex Garcia","-1.0","-1.4","-2.3","48.0",2004
"5760","Kirk Penney","-1.1","-1.2","-2.4","74.0",2004
"5761","Voshon Lenard","0.3","-2.7","-2.4","8568.0",2004
"5762","Leon Smith","-1.0","-1.4","-2.4","12.0",2004
"5763","Ansu Sesay","-1.8","-0.6","-2.4","2201.0",2004
"5764","Ime Udoka","-1.0","-1.3","-2.4","96.0",2004
"5765","Tierre Brown","-1.1","-1.3","-2.4","59.0",2004
"5766","Slavko Vranes","-0.9","-1.5","-2.4","8.0",2004
"5767","Kaniel Dickens","-0.9","-1.5","-2.4","49.0",2004
"5768","DerMarr Johnson","-0.4","-2.0","-2.4","1029.0",2004
"5769","Josh Davis","-1.0","-1.4","-2.4","94.0",2004
"5770","Anthony Carter","-1.7","-0.8","-2.4","331.0",2004
"5771","Francisco Elson","-3.2","0.7","-2.5","3312.0",2004
"5772","Theron Smith","-1.0","-1.4","-2.5","654.0",2004
"5773","Travis Best","-0.9","-1.5","-2.5","2848.0",2004
"5774","Mengke Bateer","-1.2","-1.3","-2.5","138.0",2004
"5775","Olden Polynice","-1.1","-1.4","-2.5","43.0",2004
"5776","Marcus Fizer","-0.6","-1.9","-2.5","2883.0",2004
"5777","Keith Bogans","-0.5","-2.0","-2.5","6541.0",2004
"5778","James Jones","-1.0","-1.5","-2.5","93.0",2004
"5779","Alton Ford","-1.1","-1.5","-2.5","143.0",2004
"5780","Corliss Williamson","-1.0","-1.5","-2.5","5624.0",2004
"5781","Ndudi Ebi","-0.9","-1.7","-2.5","117.0",2004
"5782","Chris Crawford","-0.2","-2.3","-2.5","4542.0",2004
"5783","Paul Grant","-1.2","-1.3","-2.5","354.0",2004
"5784","Jelani McCoy","-2.2","-0.4","-2.5","57.0",2004
"5785","Adrian Griffin","-1.4","-1.2","-2.6","449.0",2004
"5786","David Wesley","-0.8","-1.7","-2.6","7344.0",2004
"5787","Stacey Augmon","-2.9","0.3","-2.6","5164.0",2004
"5788","Britton Johnsen","-1.4","-1.2","-2.6","1046.0",2004
"5789","Alonzo Mourning","-1.3","-1.3","-2.6","785.0",2004
"5790","Curtis Borchardt","-1.1","-1.5","-2.6","945.0",2004
"5791","Eddie Gill","-1.1","-1.5","-2.6","527.0",2004
"5792","Scott Williams","-3.6","1.0","-2.6","2055.0",2004
"5793","Brandon Hunter","-1.3","-1.3","-2.6","1571.0",2004
"5794","Gerald Wallace","-2.3","-0.3","-2.6","1268.0",2004
"5795","Oliver Miller","-2.8","0.2","-2.6","1895.0",2004
"5796","Ryan Humphrey","-2.1","-0.5","-2.6","45.0",2004
"5797","Rusty LaRue","-1.1","-1.5","-2.6","73.0",2004
"5798","Lindsey Hunter","-2.8","0.2","-2.6","2389.0",2004
"5799","Shammond Williams","-0.2","-2.5","-2.7","2844.0",2004
"5800","Marcus Haislip","-1.0","-1.6","-2.7","967.0",2004
"5801","Michael Bradley","-0.8","-1.9","-2.7","357.0",2004
"5802","Kyle Korver","-0.5","-2.2","-2.7","3157.0",2004
"5803","Dana Barros","-1.0","-1.7","-2.7","48.0",2004
"5804","Calbert Cheaney","-1.5","-1.2","-2.7","7499.0",2004
"5805","Tony Delk","-0.9","-1.8","-2.7","2001.0",2004
"5806","Ronald Murray","-0.2","-2.6","-2.7","7585.0",2004
"5807","Brian Cook","-1.9","-0.8","-2.8","1681.0",2004
"5808","Howard Eisley","-0.3","-2.4","-2.8","5410.0",2004
"5809","Travis Outlaw","-1.2","-1.6","-2.8","73.0",2004
"5810","Tracy Murray","-0.2","-2.7","-2.8","127.0",2004
"5811","Vin Baker","-1.3","-1.5","-2.8","4886.0",2004
"5812","Al Harrington","-1.7","-1.2","-2.9","8640.0",2004
"5813","Rodney White","-1.3","-1.6","-2.9","3761.0",2004
"5814","Mark Pope","-1.3","-1.5","-2.9","83.0",2004
"5815","Chris Whitney","-1.1","-1.8","-2.9","693.0",2004
"5816","Jabari Smith","-1.6","-1.3","-2.9","665.0",2004
"5817","Donnell Harvey","-3.0","0.1","-2.9","2978.0",2004
"5818","Rick Fox","-2.3","-0.7","-2.9","3219.0",2004
"5819","Reece Gaines","-1.5","-1.4","-2.9","1304.0",2004
"5820","Maciej Lampe","-0.9","-2.0","-2.9","863.0",2004
"5821","Aaron Williams","-3.1","0.2","-2.9","4867.0",2004
"5822","Matt Carroll","-1.2","-1.7","-2.9","262.0",2004
"5823","Cherokee Parks","-1.3","-1.7","-3.0","220.0",2004
"5824","Anfernee Hardaway","-2.3","-0.7","-3.0","7837.0",2004
"5825","Alvin Williams","-1.7","-1.3","-3.0","6163.0",2004
"5826","Dahntay Jones","-1.4","-1.7","-3.0","574.0",2004
"5827","Tamar Slay","-1.1","-2.0","-3.0","588.0",2004
"5828","Hubert Davis","-0.8","-2.3","-3.1","251.0",2004
"5829","Omar Cook","-1.4","-1.7","-3.1","496.0",2004
"5830","Samaki Walker","-3.7","0.5","-3.1","1515.0",2004
"5831","Quincy Lewis","-1.3","-1.9","-3.2","245.0",2004
"5832","Othella Harrington","-3.2","-0.0","-3.2","3152.0",2004
"5833","Bonzi Wells","-1.4","-1.8","-3.2","6919.0",2004
"5834","Chris Kaman","-3.1","-0.1","-3.2","6860.0",2004
"5835","Darvin Ham","-3.5","0.3","-3.2","1729.0",2004
"5836","Darko Milicic","-1.6","-1.6","-3.2","584.0",2004
"5837","Jumaine Jones","-1.5","-1.8","-3.2","1385.0",2004
"5838","Linton Johnson","-3.6","0.3","-3.3","2820.0",2004
"5839","Trenton Hassell","-3.3","0.0","-3.3","8359.0",2004
"5840","Raul Lopez","-1.8","-1.5","-3.3","5834.0",2004
"5841","Rodney Buford","-1.8","-1.6","-3.3","549.0",2004
"5842","Dan Dickau","-0.7","-2.7","-3.4","1088.0",2004
"5843","Michael Ruffin","-3.0","-0.4","-3.4","2524.0",2004
"5844","Lonny Baxter","-2.5","-1.0","-3.4","2794.0",2004
"5845","Anthony Johnson","-1.2","-2.3","-3.4","5618.0",2004
"5846","Eddie House","-0.8","-2.7","-3.5","4399.0",2004
"5847","Matt Barnes","-1.8","-1.7","-3.5","2719.0",2004
"5848","Raja Bell","-1.5","-2.1","-3.6","7258.0",2004
"5849","Ronald Dupree","-2.3","-1.3","-3.6","3479.0",2004
"5850","Robert Pack","-2.1","-1.5","-3.6","763.0",2004
"5851","Sasha Pavlovic","-2.1","-1.5","-3.6","4087.0",2004
"5852","Nick Van Exel","1.6","-5.2","-3.6","4614.0",2004
"5853","Luke Ridnour","-1.4","-2.2","-3.6","4115.0",2004
"5854","Eddie Robinson","-0.9","-2.7","-3.6","3900.0",2004
"5855","Drew Gooden","-2.0","-1.6","-3.6","7803.0",2004
"5856","Juan Dixon","-0.6","-3.0","-3.6","5560.0",2004
"5857","Keyon Dooling","-1.1","-2.5","-3.6","4266.0",2004
"5858","Shandon Anderson","-2.2","-1.4","-3.6","7379.0",2004
"5859","Greg Buckner","-1.8","-1.8","-3.6","2540.0",2004
"5860","Roger Mason","-2.3","-1.3","-3.6","1170.0",2004
"5861","Brian Scalabrine","-2.5","-1.2","-3.6","3295.0",2004
"5862","Devin Brown","-1.1","-2.6","-3.7","2304.0",2004
"5863","Tyronn Lue","-0.5","-3.3","-3.7","8658.0",2004
"5864","Glenn Robinson","-1.1","-2.6","-3.8","4938.0",2004
"5865","Wesley Person","-0.4","-3.3","-3.8","3762.0",2004
"5866","Marcus Banks","-1.8","-2.0","-3.8","5182.0",2004
"5867","Jason Kapono","-1.9","-1.9","-3.9","1606.0",2004
"5868","Travis Hansen","-1.5","-2.3","-3.9","1905.0",2004
"5869","Kenny Anderson","-2.4","-1.5","-3.9","3303.0",2004
"5870","Troy Hudson","0.8","-4.7","-3.9","1833.0",2004
"5871","Bimbo Coles","-2.0","-1.9","-3.9","596.0",2004
"5872","Kevin Willis","-3.6","-0.4","-3.9","1387.0",2004
"5873","Zoran Planinic","-1.4","-2.5","-3.9","1670.0",2004
"5874","J.R. Bremer","-0.7","-3.3","-4.0","1571.0",2004
"5875","Amal McCaskill","-2.5","-1.6","-4.0","2237.0",2004
"5876","Willie Green","-1.0","-3.1","-4.1","2724.0",2004
"5877","Stanislav Medvedenko","-3.2","-0.9","-4.1","5360.0",2004
"5878","Kendall Gill","-3.8","-0.3","-4.1","5307.0",2004
"5879","Michael Doleac","-3.9","-0.3","-4.2","3808.0",2004
"5880","Vitaly Potapenko","-2.8","-1.4","-4.2","5168.0",2004
"5881","Keith McLeod","-2.2","-2.0","-4.2","1380.0",2004
"5882","Jarvis Hayes","-2.6","-1.6","-4.3","7709.0",2004
"5883","Malik Allen","-3.1","-1.2","-4.3","2193.0",2004
"5884","Mo Williams","-1.8","-2.6","-4.4","2802.0",2004
"5885","Steve Smith","-0.0","-4.4","-4.4","3341.0",2004
"5886","Lamond Murray","-3.3","-1.2","-4.5","1755.0",2004
"5887","Doug Overton","-2.0","-2.5","-4.5","3803.0",2004
"5888","Predrag Drobnjak","-2.8","-1.8","-4.5","3588.0",2004
"5889","Kareem Rush","-1.4","-3.2","-4.6","4669.0",2004
"5890","DeShawn Stevenson","-1.8","-2.8","-4.6","8775.0",2004
"5891","Jannero Pargo","-0.9","-3.8","-4.6","1847.0",2004
"5892","Tom Gugliotta","-4.8","0.1","-4.6","2933.0",2004
"5893","Qyntel Woods","-2.6","-2.1","-4.7","2395.0",2004
"5894","Ira Newble","-2.5","-2.3","-4.8","4535.0",2004
"5895","John Wallace","-2.4","-2.4","-4.8","1313.0",2004
"5896","Maurice Taylor","-3.1","-1.7","-4.8","7286.0",2004
"5897","Milt Palacio","-3.7","-1.2","-4.9","4135.0",2004
"5898","Jacque Vaughn","-2.5","-2.5","-5.0","4694.0",2004
"5899","Avery Johnson","-1.5","-3.6","-5.1","2343.0",2004
"5900","Zarko Cabarkapa","-2.8","-2.4","-5.1","2193.0",2004
"5901","Nikoloz Tskitishvili","-3.3","-1.9","-5.2","1170.0",2004
"5902","Gary Trent","-2.4","-2.8","-5.2","3756.0",2004
"5903","Sean Rooks","-4.6","-0.7","-5.3","2191.0",2004
"5904","Dajuan Wagner","-1.6","-4.2","-5.7","2582.0",2004
"5905","Lee Nailon","-1.4","-4.6","-6.1","2868.0",2004
"5906","Michael Curry","-7.0","0.5","-6.5","4277.0",2004
"5907","Brandon Armstrong","-2.5","-4.0","-6.5","1534.0",2004
"5908","Ron Mercer","-4.0","-2.5","-6.5","1925.0",2004
"5909","Tony Massenburg","-5.0","-2.2","-7.2","2836.0",2004
"5910","Tim Duncan","4.4","6.4","10.9","8005.0",2005
"5911","Shaquille O'Neal","5.6","4.3","9.9","8974.0",2005
"5912","Andrei Kirilenko","4.0","4.9","8.9","4769.0",2005
"5913","Kevin Garnett","4.0","4.2","8.2","11301.0",2005
"5914","Ben Wallace","-0.1","7.8","7.7","9447.0",2005
"5915","Dirk Nowitzki","4.1","3.3","7.4","11483.0",2005
"5916","Manu Ginobili","5.2","2.0","7.1","7916.0",2005
"5917","Jason Kidd","4.6","1.9","6.5","8834.0",2005
"5918","Elton Brand","3.3","2.6","5.9","10789.0",2005
"5919","Brendan Haywood","-0.0","5.6","5.6","7129.0",2005
"5920","Brad Miller","1.8","3.6","5.4","7992.0",2005
"5921","Tracy McGrady","5.0","0.4","5.4","11482.0",2005
"5922","Baron Davis","6.3","-0.9","5.4","5896.0",2005
"5923","Paul Pierce","2.9","1.9","4.9","11080.0",2005
"5924","Steve Nash","6.8","-2.0","4.8","10073.0",2005
